Latitude,Longitude,Instrument,UTC date,UTC time,Sun elevation,Sun azimuth,Sirius elevation,Rigel elevation,Betelgeuse elevation,Procyon elevation,Capella elevation,Arcturus elevation,Spica elevation,Vega elevation,Deneb elevation,Antares elevation,Altair elevation,Aldebaran elevation,Local sidereal time,Local apparent solar time,Local mean time,Moon elevation,Moon right ascension,Moon phase,Venus elevation,Venus right ascension,Venus phase,Mars elevation,Mars right ascension,Jupiter elevation,Jupiter right ascension,Saturn elevation,Saturn right ascension
39,-77,05/31/19,02/24/21,02:55,,,32,28,46,54,57,10,,,,,,37,08:05,21:35,21:49,73,08:00,Wax70,,,,27,03:40,,,,
39,-77,05/31/19,02/24/21,14:27,26,130,,,,,,,,,,,,,19:40,09:05,09:19,,,,,,,,,,,,
39,-77,05/31/19,02/25/21,02:09,,,32,33,51,53,65,,,,,,,45,07:35,21:00,21:14,65,08:30,Wax80,,,,35,03:30,,,,
39,-77,05/31/19,02/25/21,13:50,22,120,,,,,,,,,,,,,19:05,08:30,08:44,,,,,,,,,,,,
39,-77,05/31/19,03/02/21,13:47,24,125,,,,,,,,,,,,,19:30,08:35,08:47,,,,,,,,,,,,
39,-77,05/31/19,03/03/21,01:07,,,33,39,55,53,72,,,,,,,52,06:50,19:50,20:02,,,,,,,46,03:40,,,,
39,-77,05/31/19,03/03/21,14:32,29,130,,,,,,,,,,,,,20:05,09:00,09:12,,,,,,,,,,,,
39,-77,05/31/19,03/04/21,14:38,31,130,,,,,,,,,,,,,20:25,09:20,09:32,,,,,,,,,,,,
39,-77,05/31/19,03/05/21,14:52,34,135,,,,,,,,,,,,,20:40,09:35,09:47,,,,,,,,,,,,
39,-77,05/31/19,03/06/21,01:57,,,31,29,47,56,59,,,,,,,41,08:10,21:00,21:12,,,,,,,35,04:00,,,,
39,-77,05/31/19,03/06/21,15:16,37,140,,,,,,,,,,,,,21:05,09:55,10:07,,,,,,,,,,,,
39,-77,05/31/19,03/07/21,16:04,42,155,,,,,,,,,,,,,21:55,10:40,10:52,,,,,,,,,,,,
39,-77,05/31/19,03/08/21,02:51,,,25,20,38,52,49,19,9,,,,,28,09:00,21:40,21:52,,,,,,,24,04:00,,,,
39,-77,05/31/19,03/08/21,17:44,45,195,,,,,,,,,,,,,00:10,12:55,13:07,,,,,,,,,,,,
39,-77,05/31/19,03/09/21,14:50,35,130,,,,,,,,,,,,,20:55,09:35,09:46,,,,,,,,,,,,
39,-77,05/31/19,03/11/21,14:46,35,130,,,,,,,,,,,,,21:00,09:30,09:41,,,,,,,,,,,,
39,-77,05/31/19,03/14/21,15:24,41,140,,,,,,,,,,,,,21:50,10:05,10:15,,,,,,,,,,,,
39,-77,05/31/19,03/15/21,00:24,,,33,37,55,53,68,,,,,,,53,06:55,19:15,19:25,,,,,,,52,04:05,,,,
39,-77,05/31/19,03/20/21,13:48,28,120,,,,,,,,,,,,,20:35,08:35,08:43,,,,,,,,,,,,
39,-77,05/31/19,03/26/21,16:23,50,155,,,,,,,,,,,,,23:10,10:50,10:56,,,,,,,,,,,,
39,-77,05/31/19,03/29/21,13:25,27,100,,,,,,,,,,,,,20:45,08:10,08:16,,,,,,,,,,,,
39,-77,05/31/19,03/30/21,01:23,,,26,21,39,51,50,17,8,,,,,21,08:50,20:15,20:20,7,14:00,Full,,,,37,05:00,,,,
39,-77,05/31/19,03/30/21,12:37,18,100,,,,,,,,,,,,,20:00,07:20,07:25,,,,,,,,,,,,
39,-77,05/31/19,04/02/21,13:18,29,110,,,,,,,,,,,,,21:00,08:10,08:12,,,,,,,,,,,,
39,-77,05/31/19,04/03/21,13:34,30,110,,,,,,,,,,,,,21:10,08:20,08:22,12,17:55,Wane50,,,,,,,,,
39,-77,05/31/19,04/04/21,13:53,35,110,,,,,,,,,,,,,21:45,08:45,08:47,16,18:50,Wane40,,,,,,,,,
39,-77,05/31/19,04/05/21,02:30,,,,,21,39,36,35,23,,,,,,10:20,21:25,21:27,,,,,,,,,,,,
39,-77,05/31/19,04/05/21,13:06,26,105,,,,,,,,,,,,,20:55,08:00,08:03,27,19:50,Wane30,,,,,,,,,
39,-77,05/31/19,04/07/21,11:49,12,80,,,,,,,,,,,,,19:40,06:40,06:43,,,,,,,,,,,,
39,-77,05/31/19,04/11/21,15:41,55,145,,,,,,,,,,,,,00:00,10:35,10:37,,,,,,,,,,,,
39,-77,05/31/19,04/15/21,11:51,13,90,,,,,,,,,,,,,20:10,06:40,06:40,,,,,,,,,,,,
39,-77,05/31/19,04/16/21,00:22,,,27,20,38,49,49,19,,,,,,,09:00,19:20,19:20,29,04:25,Wax10,,,,,,,,,
39,-77,05/31/19,04/16/21,12:45,25,95,,,,,,,,,,,,,21:15,07:35,07:35,,,,,,,,,,,,
39,-77,05/31/19,04/17/21,14:00,40,110,,,,,,,,,,,,,22:40,08:50,08:50,,,,,,,,,,,,
39,-77,05/31/19,04/18/21,14:24,45,120,,,,,,,,,,,,,23:10,09:25,09:25,,,,,,,,,,,,
39,-77,05/31/19,04/20/21,01:00,,,18,,28,45,41,28,16,,,,,,09:55,20:00,20:00,62,08:20,Wax45,,,,,,,,,
39,-77,05/31/19,04/20/21,11:50,15,90,,,,,,,,,,,,,20:40,06:50,06:50,,,,,,,,,,,,
39,-77,05/31/19,04/22/21,01:47,,,10,,17,35,41,34,27,,,,,,10:40,20:40,20:40,64,09:20,Wax60,,,,,,,,,
39,-77,05/31/19,04/22/21,13:18,34,100,,,,,,,,,,,,,22:20,08:15,08:15,,,,,,,,,,,,
39,-77,05/31/19,04/23/21,12:56,29,100,,,,,,,,,,,,,21:55,07:50,07:50,,,,,,,,,,,,
39,-77,05/31/19,04/24/21,15:25,56,130,,,,,,,,,,,,,00:25,10:00,10:00,,,,,,,,,,,,
39,-77,05/31/19,04/26/21,12:04,20,90,,,,,,,,,,,,,21:15,07:00,07:00,,,,,,,,,,,,
39,-77,05/31/19,04/27/21,00:25,,,19,,29,47,42,28,17,,,,,,09:45,19:20,19:20,8,14:10,Full,,,,40,06:00,,,,
39,-77,05/31/19,04/27/21,13:46,39,105,,,,,,,,,,,,,23:00,08:40,08:38,,,,,,,,,,,,
39,-77,05/31/19,04/30/21,11:44,15,85,,,,,,,,,,,,,21:00,06:30,06:28,,,,,,,,,,,,
39,-77,05/31/19,05/01/21,00:32,,,17,,26,43,38,32,20,,,,,,10:05,19:30,19:28,,,,,,,41,06:20,,,,
39,-77,05/31/19,05/01/21,14:14,46,110,,,,,,,,,,,,,23:40,09:05,09:03,,,,,,,,,,,,
39,-77,05/31/19,05/02/21,14:21,46,110,,,,,,,,,,,,,23:50,09:10,09:08,,,,,,,,,,,,
39,-77,05/31/19,05/06/21,12:11,22,80,,,,,,,,,,,,,21:50,07:00,06:56,,,,,,,,,,,,
39,-77,05/31/19,05/11/21,01:28,,,,,,25,23,51,31,13,,,,,11:40,20:30,20:26,,,,,,,25,06:50,,,,
39,-77,05/31/19,05/11/21,11:49,19,80,,,,,,,,,,,,,22:00,06:45,06:41,,,,,,,,,,,,
39,-77,05/31/19,05/13/21,00:54,,,12,,25,30,26,45,29,10,,,,,11:00,19:40,19:36,,,,,,,32,06:50,,,,
39,-77,05/31/19,05/13/21,14:56,56,120,,,,,,,,,,,,,01:20,10:00,09:56,,,,,,,,,,,,
39,-77,05/31/19,05/15/21,13:37,42,100,,,,,,,,,,,,,00:05,08:35,08:30,,,,,,,,,,,,
39,-77,05/31/19,05/18/21,12:00,23,85,,,,,,,,,,,,,22:45,07:05,07:01,,,,,,,,,,,,
39,-77,05/31/19,05/19/21,12:16,25,85,,,,,,,,,,,,,22:55,07:10,07:06,,,,,,,,,,,,
39,-77,05/31/19,05/20/21,15:22,60,125,,,,,,,,,,,,,02:05,10:15,10:11,,,,,,,,,,,,
39,-77,05/31/19,05/21/21,12:01,23,80,,,,,,,,,,,,,22:50,06:55,06:51,,,,,,,,,,,,
39,-77,05/31/19,05/23/21,13:26,38,100,,,,,,,,,,,,,00:15,08:15,08:11,,,,,,,,,,,,
39,-77,05/31/19,05/28/21,13:28,40,90,,,,,,,,,,,,,00:40,08:15,08:13,,,,,,,,,,,,
39,-77,05/31/19,05/31/21,14:28,52,105,,,,,,,,,,,,,01:55,09:20,09:18,,,,,,,,,,,,
39,-77,05/31/19,06/01/21,02:20,,,,,,,,69,39,33,,,,,13:30,21:00,20:58,,,,,,,,,,,,
39,-77,05/31/19,06/01/21,13:24,39,90,,,,,,,,,,,,,00:50,08:15,08:13,,,,,,,,,,,,
39,-77,05/31/19,06/04/21,14:51,58,100,,,,,,,,,,,,,02:45,09:50,09:50,,,,,,,,,,,,
39,-77,05/31/19,06/05/21,01:44,,,,,,,,65,39,30,,12,,,13:20,20:30,20:30,,,,,,,,,,,,
39,-77,05/31/19,06/06/21,02:38,,,,,,,,68,36,42,,17,,,14:20,21:20,21:20,,,,,,,,,,,,
39,-77,05/31/19,06/10/21,15:27,64,130,,,,,,,,,,,,,03:40,10:20,10:20,,,,,,,,,,,,
39,-77,05/31/19,06/13/21,14:35,53,105,,,,,,,,,,,,,02:55,09:25,09:25,,,,,,,,,,,,
39,-77,05/31/19,06/14/21,13:20,38,90,,,,,,,,,,,,,01:40,08:05,08:05,,,,,,,,,,,,
39,-77,05/31/19,06/15/21,12:17,27,80,,,,,,,,,,,,,00:40,07:05,07:05,,,,,,,,,,,,
39,-77,05/31/19,06/16/21,12:53,35,90,,,,,,,,,,,,,01:25,07:45,07:45,,,,,,,,,,,,
39,-77,05/31/19,06/23/21,13:45,45,100,,,,,,,,,,,,,02:50,08:40,08:42,,,,,,,,,,,,
39,-77,05/31/19,06/24/21,02:27,,,,,,,,63,29,52,,22,,,15:20,21:10,21:12,18,17:50,Full,,,,,,,,,
39,-77,05/31/19,06/25/21,02:28,,,,,,,,62,30,54,34,22,,,15:45,21:30,21:32,11,19:20,Full,,,,,,,,,
39,-77,05/31/19,06/26/21,15:00,59,120,,,,,,,,,,,,,04:20,09:55,09:58,,,,,,,,,,,,
39,-77,05/31/19,06/28/21,02:31,,,,,,,,60,28,56,37,22,27,,15:55,21:25,21:27,,,,,,,,,,,,
39,-77,05/31/19,06/29/21,01:58,,,,,,,,62,34,51,32,21,22,,15:20,20:45,20:47,,,,,,,,,,,,
39,-77,05/31/19,06/29/21,14:42,55,110,,,,,,,,,,,,,04:10,09:35,09:37,,,,,,,,,,,,
39,-77,05/31/19,06/30/21,15:32,64,130,,,,,,,,,,,,,05:05,10:20,10:24,,,,,,,,,,,,
39,-77,05/31/19,07/03/21,02:36,,,,,,,,55,25,60,39,22,32,,16:10,21:20,21:24,,,,,,,,,,,,
39,-77,05/31/19,07/04/21,11:37,18,75,,,,,,,,,,,,,01:25,06:30,06:34,,,,,,,,,,,,
39,-77,05/31/19,07/07/21,12:31,29,85,,,,,,,,,,,,,02:35,07:30,07:34,,,,,,,,,,,,
39,-77,05/31/19,07/09/21,12:57,34,90,,,,,,,,,,,,,03:00,07:45,07:50,,,,,,,,,,,,
39,-77,05/31/19,07/14/21,14:11,49,100,,,,,,,,,,,,,04:45,09:07,09:13,,,,,,,,,,,,
39,-77,05/31/19,07/16/21,14:32,50,110,,,,,,,,,,,,,05:05,09:20,09:26,,,,,,,,,,,,
39,-77,05/31/19,07/18/21,13:33,40,95,,,,,,,,,,,,,04:15,08:20,08:26,,,,,,,,,,,,
39,-77,05/31/19,07/20/21,12:55,33,90,,,,,,,,,,,,,03:50,07:45,07:51,,,,,,,,,,,,
39,-77,05/31/19,07/23/21,01:43,,,,,,,,51,,66,45,22,37,,16:40,20:30,20:36,14,20:10,Full,,,,,,,,,
39,-77,05/31/19,07/27/21,16:01,65,140,,,,,,,,,,,,,07:15,10:45,10:53,,,,,,,,,,,,
39,-77,05/31/19,07/30/21,13:49,42,100,,,,,,,,,,,,,05:20,08:40,08:46,,,,,,,,,,,,
39,-77,05/31/19,07/31/21,02:06,,,,,,,,40,,77,53,21,46,,17:30,20:50,20:56,,,,,,,,,9,22:00,15,21:00
39,-77,05/31/19,07/31/21,16:07,64,140,,,,,,,,,,,,,07:30,10:50,10:56,,,,,,,,,,,,
39,-77,05/31/19,08/01/21,20:53,39,265,,,,,,,,,,,,,12:25,15:40,15:46,,,,,,,,,,,,
39,-77,05/31/19,08/04/21,03:29,,,,,,,,23,,82,71,,57,,19:15,22:15,22:19,,,,,,,,,24,21:20,27,20:30
39,-77,05/31/19,08/23/21,13:14,30,100,,,,,,,,,,,,,06:10,08:00,08:02,,,,,,,,,,,,
39,-77,05/31/19,08/28/21,13:42,35,110,,,,,,,,,,,,,07:00,08:30,08:31,,,,,,,,,,,,
39,-77,05/31/19,08/28/21,16:51,60,165,,,,,,,,,,,,,10:00,11:30,11:31,,,,,,,,,,,,
39,-77,05/31/19,09/02/21,12:35,23,95,,,,,,,,,,,,,06:05,07:30,07:30,71,06:15,Wane10,,,,,,,,,
39,-77,05/31/19,09/03/21,01:27,,,,,,,,24,,83,70,,58,,19:15,20:30,20:30,,,,,,,,,24,22:20,26,22:00
39,-77,05/31/19,09/03/21,12:22,20,95,,,,,,,,,,,,,06:05,07:15,07:15,59,08:00,Wane05,,,,,,,,,
39,-77,05/31/19,09/06/21,12:38,23,100,,,,,,,,,,,,,06:35,07:40,07:40,,,,,,,,,32,22:50,31,20:30
39,-77,05/31/19,09/06/21,16:11,55,160,,,,,,,,,,,,,10:10,11:10,11:10,,,,,,,,,,,,
39,-77,05/31/19,09/07/21,00:13,,,,,,,,35,,85,61,,51,18,18:10,19:05,19:05,,,,,,,,,16,22:00,22,21:00
39,-77,05/31/19,09/07/21,12:08,16,95,,,,,,,,,,,,,06:10,07:00,06:58,,,,,,,,,,,,
39,-77,05/31/19,09/08/21,13:44,34,115,,,,,,,,,,,,,07:55,08:43,08:41,,,,,,,,,,,,
39,-77,05/31/19,09/09/21,01:08,,,,,,,,,,83,72,,57,,19:05,19:55,19:53,,,,,,,,,25,22:00,27,21:20
39,-77,05/31/19,09/10/21,01:17,,,,,,,,19,,79,73,,59,,19:40,20:20,20:18,,,,,,,,,25,23:00,28,22:20
39,-77,05/31/19,09/10/21,14:30,19,100,,,,,,,,,,,,,06:40,07:20,07:16,,,,,,,,,,,,
39,-77,05/31/19,09/12/21,00:32,,,,,,,,26,,85,67,15,55,,18:50,19:30,19:26,,,,,,,,,20,22:25,24,21:40
39,-77,05/31/19,09/12/21,17:15,55,180,,,,,,,,,,,,,11:20,12:00,11:56,,,,,,,,,,,,
39,-77,05/31/19,09/19/21,14:39,39,130,,,,,,,,,,,,,09:20,09:30,09:24,,,,,,,,,,,,
39,-77,05/31/19,09/20/21,01:50,,,,,,,,,,65,82,,56,,20:50,22:55,22:49,27,01:00,Wax95,,,,,,31,20:30,30,20:00
39,-77,05/31/19,09/20/21,12:30,18,95,,,,,,,,,,,,,07:30,07:40,07:33,,,,,,,,,,,,
39,-77,05/31/19,09/26/21,15:55,32,122,,,,,,,,,,,,,09:15,09:00,08:50,,,,,,,,,,,,
39,-77,05/31/19,09/26/21,23:20,,,,,,,,30,,90,68,,55,,18:45,18:30,18:20,,,,11,14:40,,,,21,22:10,25,21:10
39,-77,05/31/19,09/27/21,12:32,18,105,,,,,,,,,,,,,07:50,07:30,07:20,,,,,,,,,,,,
39,-77,05/31/19,09/28/21,01:00,,,,,,,,,,70,81,,58,,20:20,19:55,19:45,,,,,,,,,31,20:10,30,20:00
39,-77,05/31/19,09/30/21,13:00,22,115,,,,,,,,,,,,,08:35,08:05,07:55,,,,,,,,,,,,
39,-77,05/31/19,10/02/21,14:00,30,125,,,,,,,,,,,,,09:35,09:00,08:48,,,,,,,,,,,,
39,-77,05/31/19,10/03/21,12:12,10,95,,,,,,,,,,,,,07:45,07:05,06:52,,,,,,,,,,,,
39,-77,05/31/19,10/16/21,13:53,27,130,,,,,,,,,,,,,10:40,09:10,08:55,,,,,,,,,,,,
39,-77,05/31/19,10/17/21,01:56,,,,,,,20,,,43,65,,42,,22:40,21:10,20:55,37,21:55,Wax75,,,,,,33,21:25,24,20:30
39,-77,05/31/19,10/17/21,14:18,30,135,,,,,,,,,,,,,11:05,09:30,09:15,,,,,,,,,,,,
39,-77,05/31/19,10/18/21,03:06,,,,,,,29,,,30,54,,28,,23:55,22:20,22:04,43,03:10,Wax80,,,,,,27,21:30,14,20:40
39,-77,05/31/19,10/19/21,00:23,,,,,,,8,,,59,79,,53,,21:30,19:55,19:39,26,02:00,Wax90,,,,,,33,20:50,29,20:10
39,-77,05/31/19,10/20/21,14:35,12,115,,,,,,,,,,,,,09:20,07:40,07:24,,,,,,,,,,,,
39,-77,05/31/19,10/21/21,01:52,,,,,,,20,,,40,66,,40,,22:50,21:05,20:49,35,02:40,Full,,,,,,32,21:20,24,20:30
39,-77,08/28/19,10/21/21,10:57,,,30,30,47,55,,,,,,,,,08:05,06:25,06:09,,,,,,,,,,,,
39,-77,05/31/19,10/21/21,12:19,8,110,,,,,,,,,,,,,09:05,07:25,07:09,,,,,,,,,,,,
39,-77,05/31/19,10/22/21,01:40,,,,,,,19,,,43,68,,41,,22:40,20:55,20:39,29,03:00,Wane05,,,,,,32,21:20,24,20:20
39,-77,05/31/19,10/23/21,22:46,,,,,,,,,,75,76,,60,,19:55,18:05,17:49,,,,14,16:40,,,,28,22:50,30,20:00
39,-77,05/31/19,10/24/21,01:40,,,,,,,21,,,41,64,,39,12,22:55,21:05,20:49,16,04:40,Wane10,,,,,,32,21:30,23,20:30
39,-77,05/31/19,10/24/21,00:00,,,,,,,,,,74,78,,59,,19:50,17:55,17:39,,,,13,16:30,40,,,28,22:30,28,19:30
39,-77,05/31/19,10/25/21,01:19,,,,,,,18,,,45,68,,42,,22:40,20:40,20:24,,,,,,,,,34,21:30,24,20:20
39,-77,05/31/19,10/26/21,12:22,9,115,,,,,,,,,,,,,09:40,07:35,07:19,,,,,,,,,,,,
39,-77,05/31/19,10/27/21,14:25,28,140,,,,,,,,,,,,,11:45,09:40,09:24,35,07:40,Wane55,,,,,,,,,
39,-77,05/31/19,10/28/21,10:47,,,30,27,45,55,57,,,,,,,39,08:10,06:00,05:44,73,08:00,Wane50,,,,,,,,,
39,-77,05/31/19,10/28/21,11:16,17,125,,,,,,,,,,,,,10:35,08:15,07:59,58,08:40,Wane50,,,,,,,,,
39,-77,05/31/19,10/31/21,20:26,18,235,,,,,,,,,,,,,17:50,15:30,15:14,,,,,,,,,,,,
39,-77,05/31/19,11/01/21,00:34,,,,,,,17,,,48,71,,46,,22:15,19:55,19:39,,,,,,,,,34,21:30,26,20:20
39,-77,05/31/19,11/03/21,01:19,,,,,,,23,,,39,62,,35,16,23:10,20:45,20:29,,,,,,,,,31,21:25,21,20:20
39,-77,05/31/19,11/03/21,10:50,,,29,23,41,53,52,,,,,,,33,08:40,06:05,05:49,,,,,,,,,,,,
39,-77,05/31/19,11/05/21,12:27,9,120,,,,,,,,,,,,,11:30,08:45,08:29,,,,,,,,,,,,
39,-77,05/31/19,11/06/21,14:30,25,140,,,,,,,,,,,,,12:20,09:35,09:19,,,,,,,,,,,,
39,-77,05/31/19,11/07/21,13:46,19,130,,,,,,,,,,,,,11:40,08:50,08:34,,,,,,,,,,,,
39,-77,05/31/19,11/08/21,13:21,15,125,,,,,,,,,,,,,11:25,08:30,08:14,,,,,,,,,,,,
39,-77,05/31/19,11/09/21,01:33,,,,,,,29,,,32,55,,30,22,23:40,20:45,20:29,,,,,,,,,27,21:30,16,20:55
39,-77,05/31/19,11/09/21,02:27,,,,10,13,,38,,,22,46,,18,33,00:45,21:45,21:29,,,,,,,,,20,21:30,,
39,-77,05/31/19,11/09/21,13:25,16,130,,,,,,,,,,,,,11:30,08:30,08:14,,,,,,,,,,,,
39,-77,05/31/19,11/09/21,22:37,,,,,,,,,,64,81,,56,,21:00,18:00,17:44,22,18:50,Wax25,14,17:50,,,,32,20:40,30,20:10
39,-77,05/31/19,11/10/21,17:42,33,190,,,,,,,,,,,,,15:40,12:40,12:25,,,,16,17:40,50,,,,,,
39,-77,05/31/19,11/11/21,01:23,,,,,,,28,,,32,56,,30,21,23:40,20:40,20:25,17,20:30,Wax50,,,,,,28,20:35,17,20:20
39,-77,05/31/19,11/11/21,13:44,19,135,,,,,,,,,,,,,12:05,08:55,08:40,,,,,,,,,,,,
39,-77,05/31/19,11/16/21,16:41,32,175,,,,,,,,,,,,,15:25,12:00,11:46,,,,,,,,,,,,
39,-77,05/31/19,11/17/21,01:21,,,,,,,33,,,29,52,,28,25,00:00,20:30,20:16,49,02:20,Wax80,,,,,,26,21:30,14,20:30
39,-77,05/31/19,11/17/21,13:30,16,135,,,,,,,,,,,,,12:20,08:50,08:36,,,,,,,,,,,,
39,-77,05/31/19,11/18/21,14:13,20,140,,,,,,,,,,,,,13:00,09:20,09:06,,,,,,,,,,,,
39,-77,05/31/19,11/19/21,20:37,13,230,,,,,,,,,,,,,19:15,15:35,15:21,,,,23,18:50,,,,,,,
39,-77,05/31/19,11/20/21,01:22,,,,,,,34,,,26,50,,24,28,00:20,20:35,20:21,35,04:20,Full,,,,,,24,21:30,12,20:30
39,-77,05/31/19,11/20/21,13:15,12,125,,,,,,,,,,,,,12:00,08:15,08:01,,,,,,,,,,,,
39,-77,05/31/19,11/21/21,15:49,17,135,,,,,,,,,,,,,12:50,09:00,08:46,,,,,,,,,,,,
39,-77,05/31/19,11/23/21,15:19,13,130,,,,,,,,,,,,,12:30,08:30,08:16,,,,,,,,,,,,
39,-77,05/31/19,11/23/21,23:53,,,,,,,23,,,39,63,,37,14,23:05,19:00,18:46,,,,6,19:00,,,,33,21:35,21,20:30
39,-77,05/31/19,11/24/21,17:02,31,180,,,,,,,,,,,,,16:00,12:00,11:46,,,,,,,,,,,,
39,-77,05/31/19,11/24/21,17:42,29,200,,,,,,,,,,,,,16:55,13:10,12:55,,,,17,19:50,40,,,,,,
39,-77,05/31/19,11/26/21,15:36,28,160,,,,,,,,,,,,,15:05,11:00,10:46,,,,,,,,,,,,
39,-77,05/31/19,11/29/21,13:39,14,135,,,,,,,,,,,,,13:10,08:50,08:40,,,,,,,,,,,,
39,-77,05/31/19,12/01/21,13:25,11,130,,,,,,,,,,,,,12:55,08:25,08:15,39,13:50,Wane10,,,,,,,,,
39,-77,05/31/19,12/03/21,13:30,10,130,,,,,,,,,,,,,13:05,08:20,08:10,,,,,,,,,,,,
39,-77,05/31/19,12/04/21,15:32,25,155,,,,,,,,,,,,,15:20,10:30,10:20,,,,,,,,,,,,
39,-77,05/31/19,12/04/21,22:26,,,,,,,,,,46,70,,44,,22:30,17:45,17:35,,,,16,19:30,,,,36,21:40,27,20:35
39,-77,05/31/19,12/07/21,13:53,14,135,,,,,,,,,,,,,13:50,08:55,08:47,,,,,,,,,,,,
39,-77,05/31/19,12/09/21,13:20,10,130,,,,,,,,,,,,,13:30,08:25,08:19,,,,,,,,,,,,
39,-77,05/31/19,12/12/21,14:27,19,145,,,,,,,,,,,,,14:50,09:30,09:22,,,,,,,,,,,,
39,-77,05/31/19,12/13/21,13:26,10,130,,,,,,,,,,,,,13:50,08:20,08:12,,,,,,,,,,,,
39,-77,05/31/19,12/14/21,02:49,,,15,35,41,,66,,,,,,,61,03:10,21:40,21:32,50,01:20,Wax60,,,,,,,,,
39,-77,05/31/19,12/14/21,16:34,27,175,,,,,,,,,,,,,17:00,11:30,11:22,,,,16,20:00,20,,,,,,
39,-77,05/31/19,12/19/21,19:28,19,210,,,,,,,,,,,,,20:15,14:20,14:18,,,,,,,,,,,,
39,-77,05/31/19,12/19/21,22:47,,,,,,,28,,,34,57,,32,20,23:30,17:35,17:33,,,,12,19:55,10,,,33,21:50,21,20:45
39,-77,05/31/19,12/22/21,13:39,10,130,,,,,,,,,,,,,14:30,08:25,08:25,,,,,,,,,,,,
39,-77,05/31/19,12/23/21,15:19,23,155,,,,,,,,,,,,,16:30,10:20,10:20,,,,,,,,,,,,
39,-77,05/31/19,12/24/21,14:30,18,145,,,,,,,,,,,,,15:40,09:30,09:30,,,,,,,,,,,,
39,-77,05/31/19,01/04/22,15:09,23,150,,,,,,,,,,,,,17:10,10:05,10:10,,,,,,,,,,,,
39,-77,05/31/19,01/05/22,02:05,,,20,38,48,29,74,,,,,,,66,03:50,20:40,20:45,,,,,,,,,,,,
39,-77,05/31/19,01/06/22,13:26,10,130,,,,,,,,,,,,,15:35,08:20,08:26,,,,,,,,,,,,
39,-77,05/31/19,01/07/22,13:57,14,135,,,,,,,,,,,,,16:05,08:50,08:56,,,,,,,,,,,,
39,-77,05/31/19,01/07/22,23:57,,,,23,27,,55,,,9,30,,,48,02:00,18:45,18:51,35,23:25,Wax25,,,,,,18,22:10,,
39,-77,05/31/19,01/08/22,14:37,18,145,,,,,,,,,,,,,16:40,09:20,09:26,,,,,,,,,,,,
39,-77,05/31/19,01/09/22,01:12,,,16,35,43,22,58,,,,,,,62,03:15,19:50,19:56,35,00:20,Wax50,,,,,,,,,
39,-77,05/31/19,01/10/22,13:21,8,125,,,,,,,,,,,,,15:35,08:05,08:12,,,,,,,,,,,,
39,-77,05/31/19,01/10/22,23:44,,,,24,27,6,54,,,,34,,,48,02:00,18:30,18:36,60,02:00,Wax55,,,,,,17,22:10,,
39,-77,05/31/19,01/11/22,17:03,28,170,,,,,,,,,,,,,18:55,11:20,11:26,,,,,,,,,,,,
39,-77,05/31/19,01/12/22,02:43,,,29,42,56,41,81,,,,,,,66,05:00,21:20,21:26,52,03:00,Wax60,,,,,,,,,
39,-77,05/31/19,01/12/22,13:24,9,125,,,,,,,,,,,,,15:50,08:10,08:18,,,,,,,,,,,,
39,-77,05/31/19,01/13/22,13:30,10,130,,,,,,,,,,,,,16:00,08:15,08:23,,,,,,,,,,,,
